web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
"1651680516-283","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif  du Ministère de la Transition écologique et solidaire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-ministere-transition-ecologique-solidaire/1/6694.htm","2","379","349","2 ans","1 635,42 €","null","B","null"
"1651682514-11956","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Infirmier (ère) diplômé (e) d'Etat - IDE  des services médicaux de l'Administration de l'Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-infirmier-ere-diplome-ide-services-medicaux-administration/1/5064.htm","8","707","587","-","2 750,70 €","null","B","null"
"1651681412-6375","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur d'éducation physique et sportive -EPS","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-education-physique-sportive-eps/1/5577.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651682236-10191","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de l'enseignement maritime","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-enseignement-maritime/1/6082.htm","","HEA2","-","1 an","4 334,57 €","A","null","null"
"1651681453-6613","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Médecin de l'éducation nationale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-medecin-education-nationale/1/6003.htm","5","1027","830","3 ans","3 889,40 €","A","null","null"
"1651682503-11810","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique de laboratoire des administrations de l’Etat","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-laboratoire-administrations/1/5060.htm","2","397","361","1 an","1 691,66 €","null","null","C"
"1651682239-10223","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Pharmacien des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-pharmacien-armees/1/6098.htm","6","HEA","-","1 an","4 170,56 €","A","null","null"
"1651682184-9798","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de terre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-terre/1/6073.htm","7","616","517","3 ans","2 422,67 €","null","B","null"
"1651682151-9551","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Militaire du rang de la brigade de sapeurs-pompiers de Paris","https://www.emploi-collectivites.fr/grille-indiciaire-etat-militaire-rang-brigade-sapeurs-pompiers-paris/1/6075.htm","2","373","344","1 an","1 611,99 €","null","null","C"
"1651680754-1772","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire général de la grande chancellerie de la Légion d’honneur (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-grande-chancellerie-legion-honneur-emploi-fonctionnel/1/5695.htm","","HEC2","-","8 mois","5 379,56 €","A","null","null"
"1651682181-9757","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de l'armée de terre de la brigade de sapeurs-pompiers de Paris","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-armee-terre-brigade-sapeurs-pompiers-paris/1/6074.htm","1","548","466","2 ans","2 183,69 €","null","B","null"
"1651681757-7518","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier d’Etat de La Poste-en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-poste-extinction/1/6179.htm","12","420","373","4 ans","1 747,89 €","null","null","C"
"1651680856-3131","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Cadre éducatif de la protection judiciaire de la jeunesse-PJJ","https://www.emploi-collectivites.fr/grille-indiciaire-etat-cadre-educatif-protection-judiciaire-jeunesse-pjj/1/6705.htm","11","778","640","3 ans","2 999,06 €","A","null","null"
"1651681703-7332","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Astronome et physicien","https://www.emploi-collectivites.fr/grille-indiciaire-etat-astronome-physicien/1/5188.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651682396-11183","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Aspirant","https://www.emploi-collectivites.fr/grille-indiciaire-etat-aspirant/1/6077.htm","2","441","388","2 ans","1 818,18 €","A","null","null"
"1651682276-10616","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier de l'air","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-air/1/6089.htm","3","735","607","1 an","2 844,42 €","A","null","null"
"1651681862-8123","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Dessinateur projeteur du Ministère des finances (en voie d'extinction)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-dessinateur-projeteur-ministere-finances-extinction/1/5275.htm","4","429","379","2 ans","1 776,00 €","null","B","null"
"1651682190-9903","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Sous-officier de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-marine/1/6069.htm","Ech exceptionnel","701","582","-","2 727,27 €","null","B","null"
"1651680528-357","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire général de l'inspection du travail des transports-Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-inspection-travail-transports-emploi-fonctionnel/1/5709.htm","","HEB3","-","1 an","4 999,99 €","A","null","null"
"1651681013-4660","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de laboratoire et Encadrement supérieur de l'Institut national de police scientifique (INPS) -emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-laboratoire-encadrement-superieur-institut-national-police-inps/1/5641.htm","","HEA3","-","1 an","4 554,82 €","A","null","null"
"1651681793-7665","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent technique et de gestion de La Poste -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-technique-gestion-poste-extinction/1/6487.htm","4","491","424","2 ans","1 986,87 €","null","null","C"
"1651682257-10357","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Officier et officier spécialisé de la marine","https://www.emploi-collectivites.fr/grille-indiciaire-etat-officier-officier-specialise-marine/1/6103.htm","3","603","507","1 an","2 375,81 €","A","null","null"
"1651680698-1208","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Administrateur du Conseil économique, social et environnemental CESE -en extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-conseil-economique-social-environnemental-cese-extinction/1/6347.htm","","","","","","null","null","null"
"1651681590-7105","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de l'académie de Paris (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-academie-paris-emploi-fonctionnel/1/6699.htm","2","1027","830","1 an","3 889,40 €","A","null","null"
"1651682572-12411","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint administratif du Ministère de l'agriculture et de l'Alimentation","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-administratif-ministere-agriculture-alimentation/1/144.htm","11","432","382","","1 790,06 €","null","null","C"
"1651682411-11268","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Technicien de recherche du Ministère de la Culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-technicien-recherche-ministere-culture/1/5208.htm","4","513","441","2 ans","2 066,54 €","null","B","null"
"1651682401-11216","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique du ministère de la culture","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-ministere-culture/1/6632.htm","10","461","404","3 ans","1 893,15 €","null","null","C"
"1651682151-9573","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Militaire du rang de la brigade de sapeurs-pompiers de Paris","https://www.emploi-collectivites.fr/grille-indiciaire-etat-militaire-rang-brigade-sapeurs-pompiers-paris/1/6075.htm","5","373","344","4 ans","1 611,99 €","null","null","C"
"1651680966-4331","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Secrétaire administratif de police","https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-police/1/5850.htm","8","436","384","3 ans","1 799,43 €","null","B","null"
"1651682646-12830","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Emploi d'encadrement de l'enseignement et de la formation professionnelle agricoles","https://www.emploi-collectivites.fr/grille-indiciaire-etat-emploi-encadrement-enseignement-formation-professionnelle-agricoles/1/6621.htm","4","989","801","2 ans","3 753,51 €","A","null","null"
"1651682306-10812","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur militaire des essences","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-militaire-essences/1/6088.htm","1er échelon exceptionnel","966","783","","3 669,16 €","A","null","null"
"1651681242-5815","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ingénieur de l'agriculture et de l'environnement (IAE)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ingenieur-agriculture-environnement-iae/1/6651.htm","7","697","578","4 ans","2 708,52 €","A","null","null"
"1651681793-7685","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent technique et de gestion de La Poste -en voie d'extinction","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-technique-gestion-poste-extinction/1/6487.htm","11","524","449","2 ans","2 104,03 €","null","null","C"
"1651682654-12894","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur régional de l'Office national des forêts-ONF (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-regional-office-national-forets-onf-emploi-fonctionnel/1/6357.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651681934-8605","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Personnel scientifique de laboratoire","https://www.emploi-collectivites.fr/grille-indiciaire-etat-personnel-scientifique-laboratoire/1/5320.htm","3","791","650","2 ans","3 045,92 €","A","null","null"
"1651680806-2528","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur fonctionnel de la protection judiciaire de la jeunesse-PJJ- (Emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-fonctionnel-protection-judiciaire-jeunesse-pjj-emploi-fonctionnel/1/5680.htm","","HEC3","-","-","5 496,71 €","A","null","null"
"1651681949-8714","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Inspecteur régional des douanes","https://www.emploi-collectivites.fr/grille-indiciaire-etat-inspecteur-regional-douanes/1/5311.htm","2","946","768","3 ans","3 598,87 €","A","null","null"
"1651682033-8998","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Contrôleur budgétaire et comptable ministériel-Emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-controleur-budgetaire-comptable-ministeriel-emploi-fonctionnel/1/5265.htm","","HEC2","-","1 an","5 379,56 €","A","null","null"
"1651680801-2412","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur fonctionnel des services pénitentiaires (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-fonctionnel-services-penitentiaires-emploi-fonctionnel/1/6043.htm","","HEA2","-","8 mois","4 334,57 €","A","null","null"
"1651681028-4755","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Conception et direction de la police nationale (commissaires de police)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-conception-direction-police-nationale-commissaires-police/1/6017.htm","3","665","555","1 an","2 600,74 €","A","null","null"
"1651682347-10950","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Directeur de l'Office national des anciens combattants et victimes de guerre –ONAC (emploi fonctionnel)","https://www.emploi-collectivites.fr/grille-indiciaire-etat-directeur-office-national-anciens-combattants-victimes-guerre-onac-emploi/1/6187.htm","","HEB2","-","1 an","4 746,94 €","A","null","null"
"1651682236-10201","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Professeur de l'enseignement maritime","https://www.emploi-collectivites.fr/grille-indiciaire-etat-professeur-enseignement-maritime/1/6082.htm","2","713","591","1 an","2 769,44 €","A","null","null"
"1651682217-10110","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Vétérinaire des armées","https://www.emploi-collectivites.fr/grille-indiciaire-etat-veterinaire-armees/1/6100.htm","1","890","725","1 an","3 397,37 €","A","null","null"
"1651681110-5039","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Ouvrier des parcs et ateliers des ponts et chaussées et des bases aériennes-OPA-Transféré en Territoriale","https://www.emploi-collectivites.fr/grille-indiciaire-etat-ouvrier-parcs-ateliers-ponts-chaussees-bases-aeriennes-opa-transfere/1/6553.htm","5","444","390","2 ans","1 827,55 €","null","null","C"
"1651680598-743","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Adjoint technique des services du Premier Ministre","https://www.emploi-collectivites.fr/grille-indiciaire-etat-adjoint-technique-services-premier-ministre/1/6665.htm","9","401","363","3 ans","1 701,03 €","null","null","C"
"1651681737-7387","https://www.emploi-collectivites.fr/grille-indiciaire-etat","Agent comptable du centre régional des œuvres universitaires et scolaires (CROUS) – emploi fonctionnel","https://www.emploi-collectivites.fr/grille-indiciaire-etat-agent-comptable-centre-regional-uvres-universitaires-scolaires-crous-emploi/1/6326.htm","4","1027","830","3 ans","3 889,40 €","A","null","null"
